time,open,high,low,close,Volume
1775592900,69441.72,69495.7,69249.83,69356.24,115.14651307
1775593800,69356.24,69409.53,69204.81,69293.58,80.28284815
1775594700,69293.56,69313.93,69167.49,69313.92,106.39575442
1775595600,69313.92,70200.0,69305.01,69973.0,463.83398982
1775596500,69973.01,70022.12,69486.67,69581.85,160.44918584
1775597400,69581.85,69902.86,69581.84,69902.86,112.90976962
1775598300,69902.86,70094.46,69812.11,69923.37,95.04940538
1775599200,69923.36,70562.59,69923.36,70282.51,405.79806156
1775600100,70282.5,70460.99,70173.4,70400.52,172.16421345
1775601000,70400.53,71289.16,70400.0,70744.55,493.81555391
